state,state_code,bill_id,bill_url,title,author,author_partisanship,topics,status,date_of_last_action,introduced_year_month,summary,history,text_len,word_count,definition_found,definition,PHCI,UR,BPPRIV,NAICS54_tech_employment,bill_year,state_partisanship
New Jersey,NJ,NJ A    1781,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A1781&ciq=urn:user:PA196471263&client_md=302783add6615f3bbb6a912695c20cbf&mode=current_text,Artificial Intelligence Economic Growth Study,Carter (D),Democrat,"Effect on Labor/Employment, Oversight/Governance, Studies","Pending - Assembly Science, Innovation and Technology Committee",45300,2024-01,Requires the Commissioner of Labor and Workforce Development to conduct study and issue report on impact of artificial intelligence on growth of state economy.,"01/09/2024 - FILED.
01/09/2024 - INTRODUCED.
01/09/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.",1608,250,FALSE,NA,139.57,4.4,3199,339.8,2024,Democrat
New Jersey,NJ,NJ A    1892,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A1892&ciq=urn:user:PA196471263&client_md=bb4712e06659022408e997e2eba70c65&mode=current_text,Deepfake Pornography,Conaway (D),Democrat,NA,Pending - Assembly Judiciary Committee,45300,2024-01,Prohibits deepfake pornography and imposes criminal and civil penalties for non consensual disclosure.,"01/09/2024 - FILED.
01/09/2024 - INTRODUCED.
01/09/2024 - To ASSEMBLY Committee on JUDICIARY.
03/04/2024 - Transferred to ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
03/04/2024 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
03/04/2024 - To ASSEMBLY Committee on JUDICIARY.",20927,3452,FALSE,NA,139.57,4.4,3199,339.8,2024,Democrat
New Jersey,NJ,NJ A    2364,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A2364&ciq=urn:user:PA196471263&client_md=ff29cc0931c01157d02b1182e2c809a6&mode=current_text,Deep Fake Technology Unit,Tully (D),Democrat,NA,Pending - Assembly Appropriations Committee,45355,2024-01,"Establishes Deep Fake Technology Unit in Department of Law and Public Safety, appropriates a specified amount.","01/09/2024 - FILED.
01/09/2024 - INTRODUCED.
01/09/2024 - To ASSEMBLY Committee on PUBLIC SAFETY AND PREPAREDNESS.
03/04/2024 - Transferred to ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
03/04/2024 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as amended.
03/04/2024 - To ASSEMBLY Committee on JUDICIARY.
05/20/2024 - From ASSEMBLY Committee on JUDICIARY.
05/20/2024 - To ASSEMBLY Committee on APPROPRIATIONS.",4050,627,FALSE,NA,139.57,4.4,3199,339.8,2024,Democrat
New Jersey,NJ,NJ A    2509,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A2509&ciq=urn:user:PA196471263&client_md=6adb191291d4c066ad3fcaaf30be150f&mode=current_text,Child Pornography Law,Peterson (R),Republican,NA,Pending - Assembly Judiciary Committee,45300,2024-01,Revises child pornography law.,"01/09/2024 - FILED.
01/09/2024 - INTRODUCED.
01/09/2024 - To ASSEMBLY Committee on JUDICIARY.",62116,10053,FALSE,NA,139.57,4.4,3199,339.8,2024,Democrat
New Jersey,NJ,NJ A    3540,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3540&ciq=urn:user:PA196471263&client_md=14f80afe78234748667a974197a0fe27&mode=current_text,Deceptive Audio or Visual Media,Conaway (D),Democrat,NA,Enacted - Act No.  2025-40,04/02/2025 - Enacted,2024-02,"Relates to deepfakes, establishes civil and criminal penalties for the production and dissemination of deceptive audio or visual media, provides that a natural person commits a crime of the third degree if, without license or privilege to do so, the person generates or creates a work of deceptive audio or visual media for the purpose of attempting or furthering the commission of any crime or offense, or with the knowledge that the work is to be used by another for such purpose.","02/01/2024 - FILED.
02/05/2024 - INTRODUCED.
02/05/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
03/04/2024 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as amended.
03/04/2024 - To ASSEMBLY Committee on JUDICIARY.
05/20/2024 - From ASSEMBLY Committee on JUDICIARY as substituted.
05/20/2024 - To ASSEMBLY Committee on APPROPRIATIONS.
06/24/2024 - From ASSEMBLY Committee on APPROPRIATIONS as amended.
06/26/2024 - To ASSEMBLY Committee on BUDGET.
06/26/2024 - From ASSEMBLY Committee on BUDGET as amended.
06/28/2024 - Passed ASSEMBLY.  *****To SENATE.
09/19/2024 - Received in the SENATE without Reference.
01/30/2025 - Substituted for S2544.
01/30/2025 - Passed SENATE.
03/17/2025 - Conditional veto by GOVERNOR.  *****Returned to ASSEMBLY.
03/17/2025 - In ASSEMBLY.  Read second time on concurrence in GOVERNOR'S recommendation.
03/24/2025 - ASSEMBLY concurred in GOVERNOR'S recommendations.  ***** To SENATE.
03/24/2025 - In SENATE.  Read second time on concurrence in GOVERNOR'S recommendation.
03/24/2025 - SENATE concurred in GOVERNOR'S recommendations.  *****Returned to GOVERNOR.
04/02/2025 - Signed by GOVERNOR.
04/02/2025 - Chapter No. 2025-40",13093,2019,FALSE,NA,139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    3838,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3838&ciq=urn:user:PA196471263&client_md=182da74739a0e80fba58506bb0d18582&mode=current_text,Deceptive Audio or Visual Media,Flynn (R),Republican,NA,"Pending - Assembly Science, Innovation and Technology Committee",45344,2024-02,Prohibits distribution of certain intentionally deceptive audio or visual media within 60 days of election with intent to deceive voter.,"02/12/2024 - FILED.
02/22/2024 - INTRODUCED.
02/22/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.",3385,555,FALSE,NA,139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    3854,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3854&ciq=urn:user:PA196471263&client_md=6cf7c530e7e673033f43b37195686aa9&mode=current_text,Hiring Decisions Automated Employment Decision Tools,Conaway (D),Democrat,"Audit, Effect on Labor/Employment, Notification, Private Sector Use",Pending - Assembly Labor Committee,45428,2024-02,Regulates use of automated employment decision tools in employment decisions to minimize discrimination in employment.,"02/12/2024 - FILED.
02/22/2024 - INTRODUCED.
02/22/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
05/16/2024 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as substituted.
05/16/2024 - To ASSEMBLY Committee on LABOR.",12708,2025,FALSE,NA,139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    3855,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3855&ciq=urn:user:PA196471263&client_md=e4fecfc6bd175a09078c79b69ee870f7&mode=current_text,Automated Employment Decision Tools Auditing,Conaway (D),Democrat,"Audit, Effect on Labor/Employment, Private Sector Use",Pending - ASSEMBLY,45428,2024-02,Creates standards for independent bias auditing of automated employment decision tools.,"02/12/2024 - FILED.
02/22/2024 - INTRODUCED.
02/22/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
05/16/2024 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as substituted.",10349,1592,TRUE,"a group of rule-based, mathematical, or computation techniques: that generate a prediction, prescription, recommendation, or decision, meaning an expected outcome for an observation, such as an assessment of a covered individual's fit or likelihood of success, or that generate a classification, meaning an assignment of an observation to a group, such as categorizations based on skill sets or aptitude; and for which a computer program implementing the mathematical or computational technique, at least in part identifies the inputs, the relative importance placed on those inputs, and, if applicable, other parameters for the models in order to improve the accuracy of the task performed by the technique.",139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    3858,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3858&ciq=urn:user:PA196471263&client_md=4562aee3c2e92f9edd6dbcc353fec2ba&mode=current_text,Health Insurers Data Collection,Conaway (D),Democrat,"Health Use, Private Sector Use",Pending - Assembly Financial Institutions and Insurance Committee,45349,2024-02,Requires collection of data by health insurers regarding health insurance claims and decisions made using automated utilization management systems.,"02/22/2024 - FILED.
02/27/2024 - INTRODUCED.
02/27/2024 - To ASSEMBLY Committee on FINANCIAL INSTITUTIONS AND INSURANCE.",4871,783,FALSE,NA,139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    3911,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3911&ciq=urn:user:PA196471263&client_md=525f72dead5e5230dd0ea7ffc7c754c8&mode=current_text,Hiring Process Artificial Intelligence Uses,Flynn (R),Republican,"Effect on Labor/Employment, Notification, Private Sector Use","Pending - Assembly Science, Innovation and Technology Committee",45349,2024-02,Regulates use of artificial intelligence enabled video interview in hiring process.,"02/22/2024 - FILED.
02/27/2024 - INTRODUCED.
02/27/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.",3052,473,FALSE,NA,139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    3912,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A3912&ciq=urn:user:PA196471263&client_md=29760c7bf0f373f5503e58d2545714be&mode=current_text,Identity Theft,Flynn (R),Republican,Criminal Use,"Pending - Assembly Science, Innovation and Technology Committee",45349,2024-02,Extends crime of identity theft to include fraudulent impersonation or false depiction by means of artificial intelligence or deepfake technology.,"02/22/2024 - FILED.
02/27/2024 - INTRODUCED.
02/27/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.",10160,1664,FALSE,NA,139.84,4.4,3727,339.3,2024,Democrat
New Jersey,NJ,NJ A    4030,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4030&ciq=urn:user:PA196471263&client_md=be0855e37b8742175070f3317414cc22&mode=current_text,Use of Automated Tools in Hiring Decisions,Sumter (D),Democrat,"Audit, Effect on Labor/Employment, Notification, Private Sector Use",Pending - ASSEMBLY,45358,2024-03,Regulates use of automated tools in hiring decisions to minimize discrimination in employment.,"03/04/2024 - FILED.
03/07/2024 - INTRODUCED.
03/07/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
05/16/2024 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as combined.  For further actions see A3854",4245,694,FALSE,NA,140.08,4.4,2826,339.5,2024,Democrat
New Jersey,NJ,NJ A    4435,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4435&ciq=urn:user:PA196471263&client_md=83a29d73e8d0da7e3438bd822dc4df5b&mode=current_text,Nonconsensual Pornographic Deepfake Threats,Katz (D),Democrat,NA,Pending - Assembly Judiciary Committee,45432,2024-05,Updates certain crimes to include nonconsensual pornographic deepfake threats and disclosure.,"05/16/2024 - FILED.
05/20/2024 - INTRODUCED.
05/20/2024 - To ASSEMBLY Committee on JUDICIARY.",8054,1336,TRUE,"For purposes of this subsection, a",140.33,4.5,2686,336.3,2024,Democrat
New Jersey,NJ,NJ A    4888,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4888&ciq=urn:user:PA196471263&client_md=97ce125a8628eb1de6b1931f26b8c57e&mode=current_text,AI and Labor Market Study Commission,Atkins (D),Democrat,"Effect on Labor/Employment, Oversight/Governance, Studies",Pending - Assembly Appropriations Committee,45680,2024-09,"Establishes the AI and Labor Market Study Commission in the Department of Labor and Workforce Development to analyze the impact of artificial intelligence on the labor market, provides that the commission shall, among other things, identify high risk jobs, including those most likely to result in displacement due to AI, creates the Job Transition Fund to support displaced workers and enable transitions to new AI driven roles through education, training, State job training funds, and job placement services.","09/26/2024 - FILED.
10/17/2024 - INTRODUCED.
10/17/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
01/23/2025 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as amended.
01/23/2025 - To ASSEMBLY Committee on APPROPRIATIONS.",7121,1121,TRUE,"a technology that allows computers and the enabling software to perform complex tasks and simulate human learning, decision-making, and problem-solving a machine-based system that, for explicit or implicit objectives, infers, from the input it receives, how to generate outputs such as predictions, content, recommendations, or decisions that may influence physical or virtual environments",141.04,4.6,2588,336.8,2024,Democrat
New Jersey,NJ,NJ A    4916,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4916&ciq=urn:user:PA196471263&client_md=a5d477908984f92692d436ea83671644&mode=current_text,Residential Dwelling Units Rent Price Setting,Peterpaul (D),Democrat,"Housing, Private Sector Use",Pending - Assembly Housing Committee,45582,2024-09,Prohibits use and sale of algorithmic devices for setting rent price or occupancy of residential dwelling units.,"09/26/2024 - FILED.
10/17/2024 - INTRODUCED.
10/17/2024 - To ASSEMBLY Committee on HOUSING.",3146,512,FALSE,NA,141.04,4.6,2588,336.8,2024,Democrat
New Jersey,NJ,NJ A    4935,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4935&ciq=urn:user:PA196471263&client_md=a6c31473420bedc27854273b393cf97c&mode=current_text,Artificial Intelligence Apprenticeships,Atkins (D),Democrat,"Education/Training, Effect on Labor/Employment, Private Sector Use, Taxes","Pending - Assembly Commerce, Economic Development and Agriculture Committee",45586,2024-10,Establishes the Artificial Intelligence Apprenticeship Program and Artificial Intelligence Apprenticeship Tax Credit Program.,"10/17/2024 - FILED.
10/21/2024 - INTRODUCED.
10/21/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
01/23/2025 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
01/23/2025 - To ASSEMBLY Committee on COMMERCE, ECONOMIC DEVELOPMENT and AGRICULTURE.",5549,821,FALSE,NA,141.26,4.6,2982,336,2024,Democrat
New Jersey,NJ,NJ A    4936,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4936&ciq=urn:user:PA196471263&client_md=69ae01f6363aa8e877d813db1123dd4a&mode=current_text,School Districts Artificial Intelligence Instruction,Atkins (D),Democrat,"Education Use, Education/Training, Oversight/Governance","Pending - Assembly Science, Innovation and Technology Committee",45586,2024-10,"Requires school districts to provide instruction on artificial intelligence, requires the Secretary of Higher Education to develop artificial intelligence model curricula.","10/17/2024 - FILED.
10/21/2024 - INTRODUCED.
10/21/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.",4545,644,TRUE,"As used in this section, ""artificial intelligence"" means a machine-based system that can, for a given set of human-defined objectives, make predictions, recommendations, or decisions influencing real or virtual environments. Artificial intelligence systems use machine- and human-based inputs to perceive real and virtual environments; abstract perceptions into models through analysis in an automated manner; and use model inference to formulate options for information or action.",141.26,4.6,2982,336,2024,Democrat
New Jersey,NJ,NJ A    4990,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A4990&ciq=urn:user:PA196471263&client_md=29e9709898d08fde8000bfedbc160cde&mode=current_text,Rental Applications Credit Inquiries,Morales (D),Democrat,"Housing, Private Sector Use",Pending - Assembly Housing Committee,45589,2024-10,Relates to credit inquiries for rental applications.,"10/21/2024 - FILED.
10/24/2024 - INTRODUCED.
10/24/2024 - To ASSEMBLY Committee on HOUSING.",3354,536,FALSE,NA,141.26,4.6,2982,336,2024,Democrat
New Jersey,NJ,NJ A    5004,http://custom.statenet.com/public/resources.cgi?id=ID:bill:NJ2024000A5004&ciq=urn:user:PA196471263&client_md=ca10ba6b7b7acfbc99c2670ea43e20e7&mode=current_text,Child Exploitation or Abuse,Peterpaul (D),Democrat,Child Pornography,Pending - Senate Judiciary Committee,45827,2024-10,"Creates separate crime for items depicting sexual exploitation or abuse of children, concerns computer generated or manipulated sexually explicit images.","10/24/2024 - FILED.
10/28/2024 - INTRODUCED.
10/28/2024 - To ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY.
04/10/2025 - From ASSEMBLY Committee on SCIENCE, INNOVATION AND TECHNOLOGY as amended.
04/10/2025 - To ASSEMBLY Committee on JUDICIARY.
05/08/2025 - From ASSEMBLY Committee on JUDICIARY as amended.
05/08/2025 - To ASSEMBLY Committee on APPROPRIATIONS.
06/19/2025 - From ASSEMBLY Committee on APPROPRIATIONS as amended.
06/30/2025 - Passed ASSEMBLY.  *****To SENATE.
10/20/2025 - To SENATE Committee on JUDICIARY.",375494,59949,FALSE,NA,141.26,4.6,2982,336,2024,Democrat
